Date;Type;RefNo;SNO;Cur;TUPrice;ODAmt;Amt;Worth;Customer Code;StkISN
15/10/2011;ICG;130129;0;SIN;26.3;1262.4;-1262.4;-1039;IJ01;10010
27/10/2011;ICG;130169;0;S$;28;140;-140;-108;MC09;10010
14/11/2011;ICG;130222;0;SIN;26.3;2524.8;-2524.8;-2078;IJ01;10010
8/2/2012;ICG;130486;0;S$;28;84;-84;-65;MC06;10010
8/2/2012;ICG;130496;0;S$;28;140;-140;-108;MC09;10010
17/3/2012;ICG;130615;0;SIN;27;1296;-1296;-1039;IT12;10010
23/3/2012;ICG;130630;0;SIN;27;1296;-1296;-1039;IT12;10010
14/5/2012;ICG;130781;0;SIN;27;1728;-1728;-1385;IJ01;10010
8/1/2013;ICG;131392;0;SIN;25;500;-500;-364;IZ01;10010
14/1/2013;ICG;131410;0;SIN;23;1104;-1104;-873;IJ01;10010
5/2/2013;ICG;131465;0;SIN;25;600;-600;-436;IT12;10010
19/2/2013;ICG;131488;0;SIN;24;576;-576;-436;IZ01;10010
20/2/2013;ICG;131492;0;SIN;24;528;-528;-400;IG01;10010
25/2/2013;ICG;131504;0;SIN;24;1152;-1152;-872;IT08;10010
7/3/2013;ICG;131542;0;SIN;24;288;-288;-218;IL09;10010
11/4/2013;ICG;131625;0;SIN;24;1152;-1152;-873;IT08;10010
15/5/2013;ICG;131715;0;SIN;23.5;1128;-1128;-904;IJ01;10010
21/5/2013;ICG;131729;0;SIN;24;1152;-1152;-904;IT12;10010
1/6/2013;ICG;131765;0;SIN;22;924;-924;-791;IJ01;10010
6/6/2013;ICG;131779;0;SIN;25;250;-250;-188;IL09;10010
8/7/2013;ICG;131866;0;SIN;23.5;2256;-2256;-1808;IJ01;10010
26/7/2013;ICG;131924;0;SIN;24;576;-576;-467;IG01;10010
16/9/2013;ICG;132060;0;SIN;23.5;1128;-1128;-934;IJ01;10010
9/10/2013;ICG;132140;0;SIN;24.5;1176;-1176;-934;IT12;10010
14/10/2013;ICG;132152;0;SIN;24;576;-576;-467;IG01;10010
24/10/2013;ICG;132181;0;SIN;24.5;1176;-1176;-934;IT08;10010
28/10/2013;ICG;132193;0;SIN;24.5;588;-588;-477;IZ01;10010
31/10/2013;ICG;132211;0;SIN;22;1056;-1056;-954;IJ01;10010
8/11/2013;ICG;132226;0;SIN;24.5;245;-245;-199;IY03;10010
11/11/2013;ICG;132230;0;SIN;23.5;1128;-1128;-953;IJ01;10010
26/11/2013;ICG;132282;0;SIN;24.5;1176;-1176;-954;IT08;10010
20/12/2013;ICG;132348;0;SIN;24;576;-576;-474;IG01;10010
12/1/2011;ICG;129288;0;SIN;25;1200;-1200;-1069;IT23;10011
19/1/2011;ICG;129312;0;SIN;25;1200;-1200;-1069;IJ01;10011
15/2/2011;ICG;129385;0;SIN;25.5;1224;-1224;-1070;IG01;10011
23/2/2011;ICG;129413;0;SIN;25;2400;-2400;-2139;IJ01;10011
2/3/2011;ICG;129450;0;SIN;25;3600;-3600;-3208;IJ01;10011
8/3/2011;ICG;129460;0;SIN;26;1248;-1248;-1070;IG01;10011
11/3/2011;ICG;129478;0;SIN;28;280;-280;-223;IA09;10011
18/3/2011;ICG;129501;0;SIN;28;1344;-1344;-1069;IT04;10011
22/3/2011;ICG;129512;0;SIN;27;1296;-1296;-1070;IT12;10011
6/4/2011;ICG;129565;0;SIN;28;280;-280;-223;IA09;10011
15/4/2011;ICG;129599;0;SIN;27;1296;-1296;-1069;IG01;10011
21/4/2011;ICG;129620;0;SIN;28;1344;-1344;-1070;IT08;10011
14/6/2011;ICG;129774;0;S$;28;84;-84;-67;MC06;10011
28/6/2011;ICG;129814;0;SIN;28;224;-224;-178;IK11;10011
22/12/2012;ICX;921391;0;S$;0;0;0;-1745;CASH;10011
24/12/2012;ICG;131374;0;SIN;23;1104;-1104;-873;IJ01;10011
8/1/2013;ICG;131392;0;SIN;25;1200;-1200;-873;IZ01;10011
11/1/2013;ICG;131401;0;SIN;25;525;-525;-382;IP02;10011
11/1/2013;ICG;131401;0;SIN;25;225;-225;-164;IP02;10011
10/1/2013;ICG;131406;0;SIN;25;1200;-1200;-872;IT08;10011
17/1/2013;ICG;131414;0;S$;26;156;-156;-109;MC06;10011
17/1/2013;ICG;131417;0;SIN;23;1104;-1104;-872;IJ01;10011
29/1/2013;ICG;131449;0;SIN;25;1200;-1200;-873;IT12;10011
1/2/2013;ICG;131466;0;SIN;23;1104;-1104;-872;IJ01;10011
20/2/2013;ICG;131482;0;SIN;24;336;-336;-254;IZ01;10011
19/2/2013;ICG;131488;0;SIN;24;576;-576;-436;IZ01;10011
19/2/2013;ICG;131489;0;SIN;24;288;-288;-218;IL09;10011
25/2/2013;ICG;131504;0;SIN;24;1152;-1152;-873;IT08;10011
8/3/2013;ICG;131548;0;SIN;24;1152;-1152;-873;IG01;10011
22/3/2013;ICG;131577;0;SIN;24;1152;-1152;-873;IZ01;10011
26/3/2013;ICG;131591;0;SIN;24;1152;-1152;-872;IG01;10011
28/3/2013;ICG;131595;0;SIN;22;1056;-1056;-873;IJ01;10011
11/4/2013;ICG;131625;0;SIN;24;240;-240;-181;IT08;10011
7/5/2013;ICG;131698;0;SIN;25;1200;-1200;-958;IZ01;10011
9/5/2013;ICG;131702;0;SIN;25;1200;-1200;-958;IT12;10011
9/5/2013;ICG;131705;0;SIN;25;1200;-1200;-958;IT08;10011
30/5/2013;ICG;131751;0;S$;25;125;-125;-100;MC09;10011
6/6/2013;ICG;131779;0;SIN;25;250;-250;-200;IL09;10011
11/6/2013;ICG;131794;0;SIN;24;576;-576;-479;IG01;10011
16/7/2013;ICG;131887;0;SIN;23.5;2256;-2256;-1903;IJ01;10011
17/7/2013;ICG;131893;0;SIN;23.5;1128;-1128;-952;IJ01;10011
18/7/2013;ICG;131895;0;SIN;25;750;-750;-595;IP02;10011
25/7/2013;ICG;131915;0;SIN;24.5;122.5;-122.5;-99;IY03;10011
25/7/2013;ICG;131922;0;SIN;24.5;1176;-1176;-953;IT08;10011
18/7/2013;ICX;921543;0;S$;30;90;-90;-60;CASH;10011
22/8/2013;ICG;131979;0;S$;26;130;-130;-99;MC06;10011
22/8/2013;ICG;131990;0;SIN;24.5;245;-245;-198;IL09;10011
27/8/2013;ICG;132007;0;SIN;24.5;588;-588;-475;IK06;10011
11/9/2013;ICG;132051;0;SIN;23.5;1128;-1128;-949;IJ01;10011
16/9/2013;ICG;132060;0;SIN;23.5;2256;-2256;-1899;IJ01;10011
17/9/2013;ICG;132069;0;SIN;24.5;1176;-1176;-949;IT12;10011
9/10/2013;ICG;132142;0;SIN;24;1152;-1152;-949;IG01;10011
24/10/2013;ICG;132181;0;SIN;24.5;1176;-1176;-949;IT08;10011
28/10/2013;ICG;132193;0;SIN;24.5;588;-588;-475;IZ01;10011
30/10/2013;ICG;132202;0;SIN;24.5;1176;-1176;-949;IT12;10011
30/10/2013;ICG;132204;0;SIN;24;1152;-1152;-949;IG01;10011
8/11/2013;ICG;132226;0;SIN;24.5;245;-245;-198;IY03;10011
11/11/2013;ICG;132230;0;SIN;23.5;2256;-2256;-1899;IJ01;10011
22/11/2013;ICG;132267;0;SIN;23.5;1128;-1128;-949;IJ01;10011
26/11/2013;ICG;132282;0;SIN;24.5;2352;-2352;-1899;IT08;10011
11/12/2013;ICG;132318;0;S$;26;130;-130;-99;MC06;10011
23/12/2013;ICG;132354;0;SIN;24;1152;-1152;-949;IG01;10011
24/12/2013;ICG;132360;0;SIN;24.5;1176;-1176;-949;IK11;10011
12/1/2011;ICG;129288;0;SIN;25;600;-600;-519;IT23;10012
15/2/2011;ICG;129385;0;SIN;25.5;612;-612;-519;IG01;10012
15/2/2011;ICG;129386;0;SIN;26;1248;-1248;-1037;IT12;10012
23/2/2011;ICG;129413;0;SIN;25;1200;-1200;-1037;IJ01;10012
2/3/2011;ICG;129450;0;SIN;25;1200;-1200;-1037;IJ01;10012
8/3/2011;ICG;129460;0;SIN;26;572;-572;-475;IG01;10012
11/3/2011;ICG;129478;0;SIN;28;224;-224;-173;IA09;10012
3/9/2011;ICG;129985;0;S$;28;140;-140;-108;MC09;10012
26/9/2011;ICG;130061;0;SIN;26.3;1262.4;-1262.4;-1037;IJ01;10012
12/10/2011;ICG;130122;0;SIN;27.5;1320;-1320;-1037;IG01;10012
14/11/2011;ICG;130222;0;SIN;26.3;2524.8;-2524.8;-2074;IJ01;10012
1/12/2011;ICG;130289;0;SIN;28;1344;-1344;-1037;IT04;10012
12/12/2011;ICG;130326;0;SIN;28;812;-812;-627;IT08;10012
30/5/2012;ICG;130824;0;SIN;27.5;1320;-1320;-1037;IG01;10012
31/5/2012;ICG;130837;0;SIN;27;1296;-1296;-1037;IT04;10012
5/6/2012;ICG;130846;0;SIN;28;1344;-1344;-1037;IT08;10012
29/6/2012;ICG;130923;0;SIN;27;1296;-1296;-1037;IT12;10012
9/7/2012;ICG;130956;0;SIN;27;2592;-2592;-2074;IJ01;10012
16/7/2012;ICG;130970;0;SIN;27;1296;-1296;-1037;IJ01;10012
19/9/2012;ICG;131117;0;SIN;28;1512;-1512;-1166;IT08;10012
24/12/2012;ICG;131374;0;SIN;23;1104;-1104;-873;IJ01;10012
8/1/2013;ICG;131392;0;SIN;25;250;-250;-182;IZ01;10012
11/1/2013;ICG;131401;0;SIN;25;175;-175;-127;IP02;10012
11/1/2013;ICG;131401;0;SIN;25;75;-75;-55;IP02;10012
29/1/2013;ICG;131449;0;SIN;25;1200;-1200;-872;IT12;10012
4/2/2013;ICG;131461;0;SIN;25;700;-700;-509;IZ01;10012
20/2/2013;ICG;131482;0;SIN;24;576;-576;-436;IZ01;10012
25/2/2013;ICG;131504;0;SIN;24;1152;-1152;-873;IT08;10012
7/3/2013;ICG;131542;0;SIN;24;288;-288;-218;IL09;10012
22/3/2013;ICG;131577;0;SIN;24;288;-288;-218;IZ01;10012
7/5/2013;ICG;131698;0;SIN;25;600;-600;-479;IZ01;10012
9/5/2013;ICG;131702;0;SIN;25;1200;-1200;-958;IT12;10012
12/6/2013;ICG;131792;0;SIN;25;125;-125;-100;IP02;10012
18/7/2013;ICG;131894;0;SIN;24.5;1176;-1176;-971;IZ01;10012
19/7/2013;ICG;131904;0;SIN;24;1152;-1152;-971;IG01;10012
23/7/2013;ICG;131908;0;SIN;24.5;1176;-1176;-971;IT12;10012
27/8/2013;ICG;132007;0;SIN;24.5;588;-588;-479;IK06;10012
5/9/2013;ICG;132040;0;SIN;23.5;1128;-1128;-958;IJ01;10012
11/9/2013;ICG;132051;0;SIN;23.5;1128;-1128;-958;IJ01;10012
16/9/2013;ICG;132060;0;SIN;23.5;1128;-1128;-958;IJ01;10012
17/9/2013;ICG;132069;0;SIN;24.5;588;-588;-479;IT12;10012
11/12/2013;ICG;132318;0;S$;26;26;-26;-20;MC06;10012
26/12/2013;ICG;132364;0;SIN;24.5;1176;-1176;-956;IT08;10012
27/12/2013;ICG;132368;0;SIN;24.5;245;-245;-199;IY03;10012
30/12/2013;ICG;132374;0;SIN;24;912;-912;-760;IG01;10012
12/1/2011;ICG;129288;0;SIN;25;600;-600;-540;IT23;10013
24/2/2011;ICG;129430;0;SIN;26;624;-624;-539;IT12;10013
28/3/2011;ICG;129530;0;SIN;28;1344;-1344;-1079;IT08;10013
29/11/2011;ICG;130282;0;SIN;27.5;660;-660;-540;IT12;10013
12/12/2011;ICG;130326;0;SIN;28;532;-532;-427;IT08;10013
8/1/2013;ICG;131392;0;SIN;25;200;-200;-146;IZ01;10013
4/2/2013;ICG;131461;0;SIN;25;250;-250;-182;IZ01;10013
5/2/2013;ICG;131465;0;SIN;25;600;-600;-437;IT12;10013
20/2/2013;ICG;131482;0;SIN;24;240;-240;-182;IZ01;10013
25/2/2013;ICG;131504;0;SIN;24;1056;-1056;-802;IT08;10013
27/5/2013;ICG;131744;0;SIN;25;1200;-1200;-958;IT12;10013
17/6/2013;ICG;131819;0;SIN;23.5;752;-752;-639;IJ01;10013
9/10/2013;ICG;132140;0;SIN;24.5;588;-588;-477;IT12;10013
28/10/2013;ICG;132193;0;SIN;24.5;294;-294;-239;IZ01;10013
11/12/2013;ICG;132318;0;S$;26;26;-26;-20;MC06;10013
20/12/2013;ICG;132348;0;SIN;24;240;-240;-199;IG01;10013
8/6/2012;ICG;130861;0;S$;4;217.2;-217.2;-129;ST03;10014
2/8/2012;ICX;921278;0;S$;0;0;0;-1;CASH;10014
29/7/2011;ICG;129904;0;SIN;4.4;579.04;-579.04;-407;IT04;10015
1/8/2011;ICG;129907;0;SIN;4.4;193.6;-193.6;-136;IZ01;10015
6/8/2011;ICG;129927;0;SIN;4.2;368.76;-368.76;-271;IT23;10015
28/9/2011;ICG;130069;0;SIN;4.2;185.64;-185.64;-135;IT23;10015
6/1/2012;ICG;130412;0;SIN;4.2;168;-168;-141;IT23;10015
3/2/2012;ICG;130483;0;SIN;4.4;186.56;-186.56;-143;IT04;10015
17/3/2012;ICG;130617;0;SIN;4.2;175.56;-175.56;-141;IT23;10015
9/5/2012;ICG;130767;0;SIN;4.2;356.16;-356.16;-285;IT23;10015
8/8/2012;ICG;131028;0;M$;11;444.4;-186.65;-141;MS10;10015
16/10/2012;ICG;131176;0;SIN;4.2;178.08;-178.08;-139;IT23;10015
6/12/2012;ICG;131311;0;SIN;4.4;369.6;-369.6;-274;IT04;10015
18/12/2012;ICG;131334;0;SIN;4.2;536.76;-536.76;-411;IJ01;10015
24/1/2013;ICG;131434;0;SIN;4.2;359.94;-359.94;-276;IT23;10015
23/10/2013;ICG;132186;0;SIN;4.2;342.3;-342.3;-276;IT23;10015
19/10/2011;ICG;130143;0;SIN;8;400;-400;-218;IG01;10016
14/11/2013;ICG;132240;0;SIN;8;400;-400;-217;IG01;10016
13/10/2011;ICX;921016;0;S$;10;10;-10;-4;CASH;10019
25/4/2012;ICX;921177;0;S$;12;12;-12;-4;CASH;10019
3/5/2012;ICX;921184;0;S$;15;150;-150;-39;CASH;10019
16/7/2012;ICX;921266;0;S$;10;10;-10;-4;CASH;10019
24/1/2013;ICG;131433;0;SIN;8;80;-80;-38;IJ01;10019
2/4/2011;ICX;920814;0;S$;10;420;-420;-166;CASH;10020
11/2/2012;ICX;921108;0;S$;10;20;-20;-8;CASH;10020
19/3/2012;ICX;921143;0;S$;11;11;-11;-4;CASH;10020
10/4/2012;ICX;921159;0;S$;10;10;-10;-4;CASH;10020
10/4/2012;ICX;921161;0;S$;10;10;-10;-4;CASH;10020
17/9/2013;ICX;921590;0;S$;9;9;-9;-4;CASH;10020
1/2/2011;ICX;920761;0;S$;12;12;-12;-4;CASH;10022
22/2/2011;ICX;920778;0;S$;8;32;-32;-15;CASH;10022
6/5/2011;ICX;920857;0;S$;10;10;-10;-4;CASH;10022
23/5/2011;ICG;129704;0;SIN;8;40;-40;-18;IJ01;10022
24/1/2013;ICG;131433;0;SIN;8;80;-80;-37;IJ01;10022
20/1/2011;ICG;129316;0;US$;2.96;2131.2;-2770.45;-2537;IP06;10025
15/4/2011;ICG;129597;0;S$;11.5;115;-115;-35;SS23;10025
23/5/2011;ICG;129704;0;SIN;8;40;-40;-17;IJ01;10025
26/5/2011;ICX;920884;0;S$;12;12;-12;-3;CASH;10025
2/8/2011;ICX;920962;0;S$;10;20;-20;-7;CASH;10025
19/9/2011;ICG;130029;0;S$;11.5;46;-46;-14;SS23;10025
16/11/2011;ICX;921041;0;S$;9;18;-18;-7;CASH;10025
25/11/2011;ICG;130268;0;S$;12;60;-60;-17;SC05;10025
1/12/2011;ICX;921051;0;S$;12;12;-12;-3;CASH;10025
19/12/2011;ICG;130350;0;SIN;8;240;-240;-105;IT23;10025
6/3/2012;ICG;130568;0;S$;11.5;46;-46;-14;SS23;10025
28/3/2012;ICG;130647;0;S$;11.5;69;-69;-21;SS23;10025
16/6/2012;ICG;130880;0;SIN;8;480;-480;-209;IT23;10025
28/6/2012;ICG;130916;0;SIN;9;135;-135;-52;IA09;10025
21/11/2012;ICX;921373;0;S$;11.5;23;-23;-7;CASH;10025
24/1/2013;ICG;131433;0;SIN;8;80;-80;-35;IJ01;10025
6/2/2013;ICX;921426;0;S$;9;18;-18;-7;CASH;10025
21/3/2013;ICG;131584;0;SIN;9;270;-270;-104;IA09;10025
23/3/2013;ICX;921461;0;S$;10;20;-20;-7;CASH;10025
14/10/2013;ICX;921616;0;S$;9;9;-9;-3;CASH;10025
15/4/2011;ICG;129597;0;S$;11.5;69;-69;-22;SS23;10026
23/5/2011;ICG;129704;0;SIN;8;120;-120;-54;IJ01;10026
19/9/2011;ICG;130029;0;S$;11.5;46;-46;-15;SS23;10026
21/2/2012;ICX;921120;0;S$;12;36;-36;-11;CASH;10026
6/3/2012;ICG;130568;0;S$;11.5;57.5;-57.5;-18;SS23;10026
29/5/2013;ICX;921513;0;S$;8;8;-8;-4;CASH;10026
17/6/2013;ICX;921524;0;S$;15;15;-15;-4;CASH;10026
15/2/2012;ICG;130514;0;M$;22.6;2169.6;-911.23;-631;MS10;10029
12/3/2011;ICG;129477;0;SIN;24.5;1225;-1225;-655;IY03;10031
15/3/2011;ICG;129489;0;SIN;24.5;490;-490;-262;IN04;10031
16/3/2011;ICG;129492;0;SIN;24.5;1225;-1225;-655;IA09;10031
24/3/2011;ICG;129517;0;SIN;24.5;1225;-1225;-655;IA07;10031
1/4/2011;ICG;129550;0;SIN;24.5;1225;-1225;-655;IA07;10031
2/4/2011;ICG;129552;0;SIN;24.5;1225;-1225;-655;IA09;10031
23/5/2011;ICG;129703;0;M$;58;1160;-487.2;-262;MS10;10031
31/5/2011;ICG;129729;0;SIN;24.5;1225;-1225;-655;IA09;10031
6/6/2011;ICG;129742;0;SIN;24.5;1225;-1225;-655;IA07;10031
27/7/2011;ICG;129896;0;SIN;24.5;2450;-2450;-1310;IA07;10031
1/8/2011;ICG;129908;0;SIN;24.5;490;-490;-262;IN04;10031
19/8/2011;ICG;129958;0;SIN;24.5;1225;-1225;-655;IA09;10031
18/8/2011;ICX;920973;0;S$;33;165;-165;-66;CASH;10031
26/8/2011;ICG;129979;0;SIN;24.5;735;-735;-393;IN04;10031
26/8/2011;ICG;129980;0;SIN;24.5;735;-735;-393;IY03;10031
14/9/2011;ICG;130020;0;SIN;24.5;735;-735;-393;IY03;10031
24/9/2011;ICG;130057;0;SIN;24.5;1225;-1225;-655;IA09;10031
2/12/2011;ICG;130290;0;SIN;24.5;735;-735;-393;IY03;10031
28/12/2011;ICX;921067;0;S$;44;220;-220;-66;CASH;10031
13/1/2012;ICG;130433;0;SIN;24.5;490;-490;-262;IY03;10031
17/1/2012;ICG;130443;0;SIN;24.5;1225;-1225;-655;IA09;10031
3/2/2012;ICG;130478;0;SIN;24.5;1225;-1225;-655;IY03;10031
13/2/2012;ICG;130503;0;SIN;24.5;1225;-1225;-655;IA09;10031
3/4/2012;ICG;130664;0;SIN;24.5;1225;-1225;-655;IA07;10031
2/5/2012;ICX;921181;0;S$;24.5;441;-441;-236;CASH;10031
21/5/2012;ICG;130799;0;SIN;24.5;1225;-1225;-656;IA09;10031
25/6/2012;ICG;130909;0;SIN;24.5;980;-980;-524;IB03;10031
27/7/2012;ICG;130998;0;SIN;24.5;735;-735;-392;IN04;10031
2/8/2012;ICG;131012;0;SIN;24.5;4900;-4900;-2614;IA09;10031
8/8/2012;ICX;921280;0;S$;33;165;-165;-65;CASH;10031
24/8/2012;ICG;131051;0;SIN;24.5;1225;-1225;-654;IA07;10031
30/8/2012;ICG;131069;0;SIN;24.5;1225;-1225;-654;IA09;10031
7/11/2012;ICX;921362;0;S$;33;660;-660;-261;CASH;10031
30/11/2012;ICG;131288;0;SIN;24.5;490;-490;-261;IA09;10031
20/12/2012;ICG;131339;0;SIN;24.5;1225;-1225;-654;IY03;10031
20/12/2012;ICG;131340;0;SIN;24.5;1225;-1225;-654;IA09;10031
7/2/2013;ICG;131469;0;SIN;20;2000;-2000;-1307;IN04;10031
6/3/2013;ICG;131539;0;SIN;24.5;1225;-1225;-654;IB03;10031
18/3/2013;ICG;131570;0;SIN;20;400;-400;-261;IY03;10031
25/3/2013;ICG;131590;0;SIN;20;600;-600;-392;IY03;10031
15/4/2013;ICG;131636;0;SIN;20;1000;-1000;-654;IA07;10031
16/4/2013;ICG;131637;0;M$;58;1740;-696;-392;MS10;10031
30/4/2013;ICG;131679;0;SIN;20;1000;-1000;-654;IB03;10031
6/6/2013;ICG;131777;0;SIN;20;1000;-1000;-640;IA09;10031
5/7/2013;ICG;131858;0;M$;58;1450;-580;-320;MS10;10031
23/8/2013;ICG;131995;0;SIN;20;1000;-1000;-640;IA07;10031
30/9/2013;ICG;132108;0;SIN;20;2000;-2000;-1280;IA091;10031
9/10/2013;ICG;132141;0;SIN;20;1000;-1000;-640;IY03;10031
14/10/2013;ICG;132157;0;SIN;20;2000;-2000;-1280;IN04;10031
21/10/2013;ICG;132173;0;SIN;20;1000;-1000;-640;IA07;10031
14/11/2013;ICG;132237;0;SIN;20;1000;-1000;-640;IA091;10031
14/11/2013;ICG;132239;0;SIN;20;1000;-1000;-640;IB03;10031
14/11/2013;ICX;921639;0;S$;33;330;-330;-128;CASH;10031
11/1/2011;ICG;129281;0;SIN;35;1750;-1750;-1345;IG01;10034
12/1/2011;ICG;129289;0;SIN;35;1750;-1750;-1345;IG01;10034
11/2/2011;ICG;129371;0;SIN;39;3900;-3900;-2690;IG01;10034
2/3/2011;ICG;129445;0;SIN;39;1170;-1170;-807;IA09;10034
12/3/2011;ICG;129477;0;SIN;40;2000;-2000;-1383;IY03;10034
11/3/2011;ICG;129478;0;SIN;39;1950;-1950;-1383;IA09;10034
2/4/2011;ICG;129552;0;SIN;40;2000;-2000;-1415;IA09;10034
2/4/2011;ICG;129555;0;SIN;39;3900;-3900;-2829;IG01;10034
6/5/2011;ICG;129654;0;SIN;40;2000;-2000;-1446;IY03;10034
18/5/2011;ICG;129685;0;SIN;40;1200;-1200;-867;IN04;10034
31/5/2011;ICG;129730;0;SIN;40;7600;-7600;-5519;IG01;10034
3/6/2011;ICG;129737;0;SIN;40;3200;-3200;-2324;IY03;10034
3/6/2011;ICG;129738;0;SIN;40;1200;-1200;-871;IA09;10034
13/6/2011;ICG;129768;0;SIN;40;1200;-1200;-871;IA09;10034
20/7/2011;ICG;129875;0;SIN;45;2250;-2250;-1452;IG01;10034
26/9/2011;ICG;130059;0;SIN;45;2250;-2250;-1456;IY03;10034
30/9/2011;ICG;130077;0;SIN;45;2250;-2250;-1456;IN04;10034
16/11/2011;ICG;130233;0;SIN;45;2250;-2250;-1456;IA09;10034
16/11/2011;ICG;130235;0;SIN;45;2340;-2340;-1515;IG01;10034
24/11/2011;ICG;130266;0;SIN;45;2340;-2340;-1515;IA09;10034
23/4/2012;ICG;130709;0;SIN;45;450;-450;-291;IN04;10034
28/11/2012;ICG;131283;0;SIN;45;1350;-1350;-874;IG01;10034
3/12/2012;ICG;131293;0;SIN;45;450;-450;-291;IN04;10034
12/12/2013;ICG;132324;0;SIN;45;450;-450;-291;IG01;10034
13/1/2011;ICG;129287;0;US$;4;1200;-1556.4;-1525;IT22;10043
15/6/2011;ICG;129773;0;US$;4.74;948;-1176.94;-1142;IT22;10043
9/8/2011;ICG;129929;0;US$;4.43;2215;-2715.59;-2636;IT22;10043
18/10/2012;ICG;131183;0;US$;4.12;2060;-2525.56;-2452;IT22;10043
18/10/2012;ICG;131183;0;US$;4.12;329.6;-404.09;-392;IT22;10043
19/1/2013;ICG;131422;0;US$;3.91;1173;-1445.14;-1404;IT22;10043
6/8/2013;ICG;131951;0;US$;4.12;2060;-2630.62;-2554;IT22;10043
29/11/2013;ICG;132297;0;US$;0;0;0;0;IP06;10043
29/11/2013;ICG;132298;0;US$;3.91;1955;-2471.12;-2402;IT22;10043
13/1/2011;ICG;129287;0;US$;4;2000;-2594;-2542;IT22;10044
15/6/2011;ICG;129773;0;US$;4.74;4740;-5884.71;-5752;IT22;10044
15/6/2011;ICG;129773;0;US$;4.84;2420;-3004.43;-2876;IT22;10044
9/8/2011;ICG;129929;0;US$;4.43;4430;-5431.18;-5272;IT22;10044
19/1/2013;ICG;131422;0;US$;3.91;1955;-2408.56;-2341;IT22;10044
29/11/2013;ICG;132298;0;US$;3.91;1955;-2471.12;-2402;IT22;10044
9/2/2011;ICG;129362;0;SIN;4.8;960;-960;-664;IA09;10058
9/2/2011;ICG;129363;0;SIN;4.8;960;-960;-664;IY03;10058
16/2/2011;ICG;129389;0;SIN;4.8;4800;-4800;-3311;IA07;10058
18/2/2011;ICG;129401;0;SIN;4.8;960;-960;-662;IY03;10058
19/2/2011;ICG;129404;0;SIN;4.8;1920;-1920;-1325;IN04;10058
25/2/2011;ICG;129433;0;SIN;4.8;960;-960;-662;IA07;10058
28/2/2011;ICG;129437;0;SIN;4.8;2880;-2880;-1987;IN04;10058
7/3/2011;ICG;129458;0;SIN;4.8;1920;-1920;-1325;IJ01;10058
2/4/2011;ICG;129553;0;SIN;4.8;1920;-1920;-1325;IA07;10058
30/4/2011;ICG;129640;0;SIN;4.8;1920;-1920;-1324;IY03;10058
23/5/2011;ICG;129703;0;M$;12.5;7500;-3150;-1987;MS10;10058
6/6/2011;ICG;129742;0;SIN;4.8;960;-960;-662;IA07;10058
4/7/2011;ICG;129826;0;SIN;4.8;960;-960;-662;IA09;10058
21/7/2011;ICG;129876;0;SIN;4.8;4800;-4800;-3311;IN04;10058
3/8/2011;ICG;129915;0;SIN;4.75;6650;-6650;-4636;IA07;10058
4/8/2011;ICG;129920;0;SIN;4.8;1920;-1920;-1325;IN04;10058
8/8/2011;ICG;129934;0;SIN;4.8;960;-960;-662;IN04;10058
8/8/2011;ICG;129935;0;SIN;4.8;960;-960;-662;IJ01;10058
10/8/2011;ICG;129938;0;SIN;4.75;2850;-2850;-1987;IA07;10058
10/8/2011;ICG;129939;0;SIN;4.8;2880;-2880;-1987;IN04;10058
17/8/2011;ICG;129952;0;SIN;4.75;2850;-2850;-1987;IA07;10058
19/9/2011;ICG;130027;0;M$;12.5;2500;-1050;-662;MS10;10058
30/9/2011;ICG;130077;0;SIN;4.8;960;-960;-660;IN04;10058
30/9/2011;ICG;130079;0;SIN;4.8;960;-960;-660;IG01;10058
19/10/2011;ICG;130139;0;SIN;4.8;960;-960;-660;IY03;10058
8/11/2011;ICG;130202;0;SIN;4.8;1080;-1080;-829;IN04;10058
16/11/2011;ICG;130234;0;SIN;4.8;1920;-1920;-1474;IA07;10058
21/11/2011;ICG;130247;0;SIN;4.8;960;-960;-742;IN04;10058
4/1/2012;ICG;130398;0;SIN;4.8;1920;-1920;-1484;IY03;10058
13/1/2012;ICG;130435;0;SIN;4.8;1920;-1920;-1484;IJ01;10058
16/1/2012;ICG;130440;0;SIN;4.8;1920;-1920;-1484;IN04;10058
3/2/2012;ICG;130478;0;SIN;4.8;1920;-1920;-1484;IY03;10058
3/2/2012;ICG;130479;0;SIN;4.8;3840;-3840;-2968;IA07;10058
13/2/2012;ICG;130503;0;SIN;4.8;1920;-1920;-1484;IA09;10058
15/2/2012;ICG;130514;0;M$;12.5;5000;-2100;-1484;MS10;10058
24/2/2012;ICG;130541;0;SIN;4.8;960;-960;-742;IN04;10058
27/4/2012;ICG;130733;0;SIN;4.8;4800;-4800;-3618;IA07;10058
30/4/2012;ICG;130737;0;SIN;4.8;1920;-1920;-1447;IN04;10058
4/5/2012;ICG;130754;0;SIN;4.8;1920;-1920;-1447;IY03;10058
11/5/2012;ICG;130772;0;SIN;4.8;960;-960;-724;IJ01;10058
24/5/2012;ICG;130811;0;SIN;4.8;2880;-2880;-2171;IN04;10058
25/6/2012;ICG;130909;0;SIN;4.8;1920;-1920;-1447;IB03;10058
25/6/2012;ICG;130912;0;SIN;4.8;4800;-4800;-3619;IA09;10058
