Date;Type;RefNo;SNO;Cur;TUPrice;ODAmt;Amt;Worth;Customer Code;StkISN
4/7/2013;ICG;131856;0;SIN;9.3;46.5;-46.5;-42;IT26;40520
8/7/2013;ICG;131866;0;SIN;7.72;1389.6;-1389.6;-1278;IJ01;40520
16/7/2013;ICG;131890;0;SIN;7.72;2740.6;-2740.6;-2520;IJ01;40520
20/11/2013;ICG;132258;0;SIN;9.3;102.3;-102.3;-83;IT26;40520
10/10/2011;ICG;130104;0;US$;2.88;1889.28;-2455.12;-2387;IT22;40547
8/7/2013;ICG;131866;0;SIN;443.86;1331.58;-1331.58;-1145;IJ01;40548
2/3/2012;ICX;921128;0;S$;0;0;0;-295;CASH;40549
15/7/2013;ICG;131883;0;SIN;17.5;35;-35;-31;IY03;40549
20/11/2013;ICG;132258;0;SIN;17.5;19.25;-19.25;-17;IT26;40549
18/4/2013;ICG;131649;0;SIN;0.23;575;-575;-260;IT12;40557
30/4/2011;ICG;129643;0;SIN;1.4;140;-140;-62;IJ01;40558
21/12/2012;ICG;131350;0;SIN;1.5;1374;-1374;-572;IT04;40558
16/12/2011;ICG;130346;0;US$;25.52;1531.2;-2012;-1916;IP06;40562
11/1/2012;ICG;130425;0;US$;25.52;3674.88;-4781.02;-4552;IP06;40562
2/3/2012;ICG;130558;0;US$;23.73;3701.88;-4653.26;-4509;IP06;40562
4/11/2011;ICG;130192;0;US$;25.52;510.4;-658.42;-605;IP06;40562
4/11/2011;ICG;130192;0;US$;23.73;474.6;-612.23;-605;IP06;40562
21/10/2011;ICG;130152;0;US$;2.94;5292;-6816.1;-6492;IP06;40563
21/10/2011;ICG;130155;0;US$;2.88;4152.96;-5349.01;-5200;IT22;40568
16/7/2011;ICG;129861;0;SIN;10.5;10.5;-10.5;-9;IT16;40570
28/2/2012;ICG;130550;0;SIN;10.5;10.5;-10.5;-9;IK11;40570
9/4/2013;ICG;131620;0;SIN;10.5;84;-84;-71;IS05;40570
4/7/2013;ICG;131856;0;SIN;10.5;52.5;-52.5;-48;IT26;40570
8/7/2013;ICG;131866;0;SIN;8.72;392.4;-392.4;-366;IJ01;40570
16/7/2013;ICG;131890;0;SIN;8.72;3924;-3924;-3656;IJ01;40570
20/11/2013;ICG;132258;0;SIN;10.5;115.5;-115.5;-95;IT26;40570
25/1/2011;ICG;129330;0;SIN;9.3;90.21;-90.21;-78;IS05;40571
19/4/2011;ICG;129611;0;SIN;9.3;93;-93;-79;IK11;40571
8/8/2011;ICG;129936;0;SIN;8.3;1743;-1743;-1640;IJ01;40571
24/11/2011;ICG;130263;0;SIN;9.3;9.3;-9.3;-8;IT16;40571
17/1/2012;ICG;130444;0;SIN;9.3;46.5;-46.5;-40;IS05;40571
2/3/2012;ICX;921128;0;S$;0;0;0;-2343;CASH;40571
8/7/2013;ICG;131866;0;SIN;7.72;1134.84;-1134.84;-1044;IJ01;40571
16/7/2013;ICG;131890;0;SIN;7.72;1158;-1158;-1065;IJ01;40571
20/9/2013;ICG;132081;0;SIN;9.3;46.5;-46.5;-35;IT26;40571
26/9/2013;ICG;132096;0;SIN;0;0;0;0;IT26;40571
15/7/2013;ICG;131883;0;SIN;14.3;28.6;-28.6;-26;IY03;40572
20/11/2013;ICG;132258;0;SIN;14.3;31.46;-31.46;-28;IT26;40572
20/11/2013;ICG;132258;0;SIN;14.3;31.46;-31.46;-28;IT26;40573
2/3/2012;ICX;921128;0;S$;0;0;0;-243;CASH;40587
20/9/2013;ICG;132081;0;SIN;14.3;28.6;-28.6;-26;IT26;40587
26/9/2013;ICG;132096;0;SIN;0;0;0;0;IT26;40587
23/2/2011;ICG;129416;0;SIN;32;960;-960;-747;IY03;40602
25/7/2011;ICG;129887;0;SIN;32;1920;-1920;-1494;IY03;40602
2/7/2011;ICX;920927;0;S$;30;30;-30;-15;CASH;40603
11/2/2012;ICX;921108;0;S$;25;25;-25;-15;CASH;40603
20/1/2013;ICX;921412;0;S$;30;30;-30;-15;CASH;40603
15/11/2011;ICG;130225;0;US$;2.88;3237.12;-4179.12;-4063;IT22;40610
10/10/2011;ICG;130104;0;US$;2.88;1797.12;-2335.36;-2270;IT22;40612
21/2/2012;ICG;130531;0;SIN;3.3;495;-495;-377;IT12;40614
30/9/2013;ICG;132109;0;SIN;3.5;1400;-1400;-1174;IT12;40614
16/6/2012;ICG;130881;0;SIN;7.73;788.46;-788.46;-566;IT23;40616
15/1/2013;ICX;921407;0;S$;370;370;-370;-223;CASH;40618
24/1/2013;ICG;131433;0;SIN;5;2074.8;-2074.8;-1559;IJ01;40618
19/6/2013;ICG;131820;0;SIN;5;592.8;-592.8;-446;IJ01;40618
2/3/2011;ICG;129442;0;SIN;4;104;-104;-55;IT23;40621
27/10/2011;ICX;921028;0;S$;10;100;-100;-55;CASH;40621
24/2/2012;ICG;130537;0;SIN;4.6;120.52;-120.52;-55;IL12;40621
14/12/2013;ICG;132329;0;SIN;4.8;237.12;-237.12;-109;IK11;40621
30/5/2011;ICG;129723;0;S$;2.3;4104.67;-4104.67;-3908;IP03;40631
19/9/2011;ICG;130026;0;S$;2.3;5107.84;-5107.84;-4864;IP03;40631
8/8/2011;ICG;129936;0;SIN;12.77;255.4;-255.4;-243;IJ01;40639
2/3/2012;ICX;921128;0;S$;0;0;0;-243;CASH;40639
20/9/2013;ICG;132081;0;SIN;14.3;28.6;-28.6;-26;IT26;40639
26/9/2013;ICG;132096;0;SIN;0;0;0;0;IT26;40639
20/11/2013;ICG;132258;0;SIN;14.3;31.46;-31.46;-28;IT26;40639
2/3/2012;ICX;921128;0;S$;0;0;0;-121;CASH;40640
2/3/2012;ICX;921128;0;S$;0;0;0;-243;CASH;40641
1/8/2011;ICG;129909;0;SIN;8.3;2066.7;-2066.7;-1945;IJ01;40642
4/7/2012;ICG;130935;0;SIN;9.3;9.3;-9.3;-8;IT16;40642
8/7/2013;ICG;131866;0;SIN;7.72;23.93;-23.93;-22;IJ01;40642
16/7/2013;ICG;131890;0;SIN;7.72;2269.68;-2269.68;-2087;IJ01;40642
20/9/2013;ICG;132081;0;SIN;9.3;46.5;-46.5;-35;IT26;40642
26/9/2013;ICG;132096;0;SIN;0;0;0;0;IT26;40642
27/11/2013;ICG;132285;0;SIN;5.8;2014.92;-2014.92;-1614;IJ01;40650
5/7/2011;ICG;129850;0;SIN;5.5;715;-715;-582;IJ01;40651
8/5/2012;ICG;130761;0;SIN;5.5;2060.85;-2060.85;-1800;IJ01;40651
12/1/2013;ICG;131409;0;SIN;5.5;1303.5;-1303.5;-1101;IJ01;40651
12/3/2013;ICG;131559;0;SIN;5.5;1408;-1408;-1173;IJ01;40651
25/2/2011;ICX;920782;0;S$;5.3;1172.36;-1172.36;-803;CASH;40652
14/4/2012;ICX;921167;0;S$;6.2;1184.2;-1184.2;-923;CASH;40652
22/9/2011;ICG;130045;0;SIN;1.07;214;-214;-148;IP07;40655
5/7/2011;ICG;129850;0;SIN;5.5;2877.6;-2877.6;-2418;IJ01;40656
18/6/2012;ICG;130887;0;SIN;5.5;1934.35;-1934.35;-1699;IJ01;40656
12/1/2013;ICG;131409;0;SIN;5.5;2729.65;-2729.65;-2284;IJ01;40656
31/7/2013;ICG;131940;0;SIN;5.8;2534.02;-2534.02;-2027;IJ01;40656
7/5/2011;ICX;920859;0;S$;20;40;-40;-32;CASH;40659
16/12/2011;ICG;130346;0;US$;25.52;765.6;-1006;-958;IP06;40660
16/12/2011;ICG;130346;0;US$;25.52;765.6;-1006;-958;IP06;40660
16/12/2011;ICG;130346;0;US$;25.52;306.24;-402.4;-383;IP06;40660
11/1/2012;ICG;130425;0;US$;25.52;4287.36;-5577.86;-5311;IP06;40660
2/3/2012;ICG;130558;0;US$;23.73;2847.6;-3579.43;-3409;IP06;40660
24/7/2012;ICG;130987;0;US$;23.73;2373;-2999.47;-2857;IP06;40660
24/7/2012;ICG;130987;0;US$;23.73;1423.8;-1799.68;-1714;IP06;40660
31/3/2013;ICG;131605;0;US$;21.86;6558;-8204.06;-7802;IP06;40660
31/3/2013;ICG;131605;0;US$;21.83;2619.6;-3277.12;-3121;IP06;40660
6/8/2013;ICG;131952;0;US$;21.83;2619.6;-3345.23;-3186;IP06;40660
4/11/2011;ICG;130192;0;US$;23.73;1186.5;-1530.59;-1458;IP06;40660
19/10/2011;ICG;130144;0;M$;54.88;2195.2;-921.98;-644;MH10;40661
14/1/2012;ICG;130437;0;SIN;2.1;630;-630;-486;IT23;40662
26/6/2012;ICG;130913;0;S$;7.1;18087.11;-18087.11;-15573;SL01;40667
6/1/2011;ICG;129267;0;US$;2.57;549.98;-716.62;-683;IP06;40669
31/1/2011;ICG;129347;0;US$;2.57;2199.92;-2842.3;-2710;IP06;40669
21/10/2011;ICG;130152;0;US$;2.57;641.47;-826.22;-788;IP06;40669
15/11/2011;ICG;130226;0;US$;2.57;1603.68;-2070.35;-1974;IP06;40669
16/12/2011;ICG;130337;0;US$;2.57;12357.07;-16237.2;-15480;IP06;40669
30/7/2012;ICG;131002;0;US$;3.2;3445.76;-4329.6;-4059;IP06;40669
9/4/2013;ICG;131614;0;US$;3.15;5688.27;-7110.34;-6772;IP06;40669
31/7/2013;ICG;131935;0;US$;3.15;4412.52;-5648.03;-5379;IP06;40669
7/7/2012;ICG;130949;0;SIN;11.5;575;-575;-429;IT23;40670
17/10/2012;ICG;131186;0;SIN;11;880;-880;-687;IG01;40670
14/11/2012;ICG;131255;0;SIN;11;880;-880;-687;IG01;40670
25/1/2013;ICG;131443;0;SIN;11.8;1180;-1180;-788;IT04;40670
25/4/2013;ICG;131664;0;SIN;11;2200;-2200;-1576;IT04;40670
28/6/2013;ICG;131843;0;SIN;10.3;1648;-1648;-1305;IG01;40670
7/2/2012;ICG;130487;0;SIN;8.8;3760.24;-3760.24;-2714;IT09;40671
16/6/2012;ICG;130881;0;SIN;7.65;795.6;-795.6;-571;IT23;40674
1/11/2011;ICG;130184;0;SIN;10.8;4320;-4320;-3442;IK06;40675
17/11/2011;ICG;130241;0;SIN;10.8;4320;-4320;-3443;IK06;40675
22/11/2011;ICG;130259;0;SIN;10.8;4428;-4428;-3529;IK06;40675
29/11/2011;ICG;130280;0;SIN;11;4400;-4400;-3442;IK06;40675
20/12/2011;ICG;130352;0;SIN;11;4400;-4400;-3443;IK06;40675
29/3/2012;ICG;130653;0;SIN;11.3;4520;-4520;-3398;IK06;40675
14/6/2012;ICG;130872;0;SIN;11.3;4294;-4294;-3228;IK06;40675
28/6/2012;ICG;130918;0;SIN;11.3;4407;-4407;-3313;IK06;40675
17/7/2012;ICG;130972;0;SIN;11.3;9040;-9040;-6797;IK06;40675
11/12/2012;ICG;131320;0;SIN;11.3;9266;-9266;-6899;IK06;40675
26/12/2012;ICG;131354;0;SIN;11.3;4520;-4520;-3365;IK06;40675
8/1/2013;ICG;131395;0;SIN;11.3;9040;-9040;-6680;IK06;40675
17/1/2013;ICG;131419;0;SIN;11.7;936;-936;-668;IT26;40675
20/6/2013;ICG;131822;0;SIN;11.7;936;-936;-668;IT26;40675
25/6/2013;ICG;131835;0;SIN;11.3;4520;-4520;-3340;IK06;40675
25/7/2013;ICG;131923;0;SIN;11.7;936;-936;-668;IT26;40675
3/10/2013;ICG;132122;0;SIN;11.3;4520;-4520;-3340;IK06;40675
8/11/2013;ICG;132224;0;SIN;11.3;4520;-4520;-3340;IK06;40675
18/12/2013;ICG;132337;0;SIN;11.5;920;-920;-668;IG01;40675
19/12/2013;ICG;132341;0;SIN;11.7;936;-936;-668;IT24;40675
30/8/2012;ICG;131070;0;SIN;4.1;261.58;-261.58;-212;IJ01;40679
29/10/2012;ICG;131214;0;SIN;4.1;1065.18;-1065.18;-849;IJ01;40679
22/6/2011;ICG;129804;0;SIN;40;1960;-1960;-1621;IJ01;40687
25/10/2011;ICG;130170;0;SIN;40;4200;-4200;-3473;IJ01;40687
10/12/2011;ICG;130322;0;SIN;14.5;1377.5;-1377.5;-1023;IJ01;40688
22/6/2011;ICG;129796;0;SIN;3.19;972.95;-972.95;-725;IT23;40699
22/6/2011;ICG;129796;0;SIN;2.8;840;-840;-628;IT23;40700
22/6/2011;ICG;129796;0;SIN;2.97;891;-891;-665;IT23;40701
28/6/2011;ICG;129817;0;SIN;2.69;812.38;-812.38;-606;IT23;40702
2/2/2012;ICG;130474;0;SIN;2.8;294;-294;-210;IT12;40703
30/4/2013;ICG;131682;0;SIN;2.9;974.4;-974.4;-727;IT12;40703
9/4/2012;ICG;130684;0;M$;9.5;997.5;-418.95;-280;MH10;40708
21/10/2011;ICG;130155;0;US$;2.88;1762.56;-2270.18;-2207;IT22;40711
15/11/2011;ICG;130225;0;US$;2.88;195.84;-252.83;-246;IT22;40711
9/12/2011;ICG;130319;0;SIN;6;1200;-1200;-1141;IA14;40714
21/10/2011;ICG;130152;0;US$;2.94;4745.16;-6111.77;-5821;IP06;40715
22/1/2011;ICG;129325;0;SIN;4;1035.6;-1035.6;-644;IT04;40724
16/2/2011;ICG;129388;0;M$;7.45;7595.28;-3190.02;-2536;MS10;40724
21/3/2011;ICX;920804;0;S$;6;12;-12;-5;CASH;40724
11/5/2011;ICG;129674;0;SIN;4.2;1336.86;-1336.86;-846;IT23;40724
31/5/2011;ICG;129732;0;SIN;4.2;523.74;-523.74;-331;IT08;40724
7/6/2011;ICG;129749;0;SIN;4.2;1305.78;-1305.78;-828;IT04;40724
16/6/2011;ICG;129781;0;SIN;4.2;260.82;-260.82;-165;IL09;40724
5/9/2011;ICG;129996;0;SIN;4.2;522.48;-522.48;-331;IT04;40724
14/11/2011;ICG;130224;0;SIN;4.2;2165.52;-2165.52;-1437;IT04;40724
14/11/2011;ICG;130224;0;SIN;4.2;75.6;-75.6;-50;IT04;40724
15/2/2012;ICG;130514;0;M$;8.3;1642.57;-689.88;-554;MS10;40724
3/3/2012;ICG;130563;0;SIN;3.8;1194.72;-1194.72;-856;IT23;40724
14/3/2012;ICG;130605;0;SIN;4.2;760.62;-760.62;-507;IT04;40724
29/3/2012;ICG;130651;0;S$;4.2;266.28;-266.28;-173;MC09;40724
23/4/2012;ICG;130712;0;SIN;3.8;518.32;-518.32;-371;IT23;40724
24/4/2012;ICG;130727;0;SIN;4.2;1936.37;-1936.37;-1294;IT04;40724
21/8/2012;ICG;131048;0;S$;4.2;1417.5;-1417.5;-876;MC09;40724
12/10/2012;ICG;131171;0;SIN;4.2;1413.72;-1413.72;-874;IT04;40724
24/10/2012;ICG;131209;0;M$;8.3;8573.9;-3601.04;-2648;MS10;40724
21/11/2012;ICG;131271;0;SIN;4.2;265.02;-265.02;-166;IT12;40724
1/12/2012;ICG;131290;0;SIN;3.8;252.32;-252.32;-167;IT23;40724
6/12/2012;ICG;131311;0;SIN;4.2;1435.56;-1435.56;-860;IT04;40724
8/12/2012;ICG;131316;0;SIN;3.8;2253.02;-2253.02;-1493;IT23;40724
8/12/2012;ICG;131316;0;SIN;3.8;1502.14;-1502.14;-995;IT23;40724
11/12/2012;ICG;131318;0;SIN;4;2072.4;-2072.4;-1303;IT04;40724
16/4/2013;ICG;131639;0;M$;8.3;2572.17;-1028.87;-812;MS10;40724
23/4/2013;ICG;131658;0;SIN;4;494.4;-494.4;-287;IL12;40724
18/6/2013;ICG;131815;0;SIN;3.8;1301.12;-1301.12;-860;IT23;40724
27/6/2013;ICG;131842;0;SIN;3.8;5966.38;-5966.38;-4041;IT23;40724
5/7/2013;ICG;131858;0;M$;8.3;2895.87;-1158.35;-886;MS10;40724
2/7/2013;ICX;921534;0;S$;8;8;-8;-3;CASH;40724
2/7/2013;ICX;921535;0;S$;7;70;-70;-27;CASH;40724
24/7/2013;ICG;131920;0;SIN;4.2;289.8;-289.8;-175;IL12;40724
13/8/2013;ICX;921561;0;S$;6.5;65;-65;-27;CASH;40724
5/9/2013;ICX;921576;0;S$;4.3;142.93;-142.93;-83;CASH;40724
10/9/2013;ICX;921583;0;S$;5.5;22;-22;-11;CASH;40724
28/11/2013;ICG;132287;0;M$;7.9;14117.3;-5646.92;-4925;MS10;40724
17/1/2011;ICG;129304;0;SIN;4;564;-564;-351;IT08;40725
28/1/2011;ICG;129349;0;SIN;4;376.4;-376.4;-234;IT23;40725
10/2/2011;ICG;129368;0;SIN;4;560;-560;-348;IT08;40725
16/2/2011;ICG;129388;0;M$;7.45;3793.54;-1593.29;-1267;MS10;40725
10/2/2011;ICX;920764;0;S$;10;60;-60;-26;CASH;40725
18/2/2011;ICX;920772;0;S$;4.2;95.76;-95.76;-57;CASH;40725
23/2/2011;ICG;129421;0;SIN;4;184;-184;-114;IT23;40725
24/2/2011;ICG;129430;0;SIN;4;186;-186;-115;IT12;40725
26/2/2011;ICX;920783;0;S$;10;40;-40;-22;CASH;40725
5/3/2011;ICX;920789;0;S$;10;50;-50;-20;CASH;40725
14/3/2011;ICG;129484;0;SIN;4;178.4;-178.4;-110;IT23;40725
7/9/2011;ICG;130002;0;SIN;4.2;199.08;-199.08;-126;IA09;40725
21/9/2011;ICG;130044;0;SIN;4.2;996.24;-996.24;-629;IT23;40725
10/10/2011;ICG;130109;0;SIN;4.2;605.22;-605.22;-377;IT04;40725
17/10/2011;ICG;130132;0;SIN;4.2;201.6;-201.6;-126;IZ01;40725
27/10/2011;ICG;130169;0;S$;4.2;402.78;-402.78;-252;MC09;40725
14/11/2011;ICG;130219;0;SIN;4.2;202.02;-202.02;-134;IG01;40725
28/12/2011;ICG;130384;0;SIN;4.2;1940.04;-1940.04;-1344;IT04;40725
5/1/2012;ICG;130403;0;SIN;4.2;212.52;-212.52;-137;IL09;40725
10/1/2012;ICG;130419;0;SIN;4.2;211.68;-211.68;-136;IT08;40725
1/2/2012;ICG;130468;0;SIN;4.2;216.3;-216.3;-139;IL12;40725
8/2/2012;ICG;130496;0;S$;4.2;1057.98;-1057.98;-680;MC09;40725
15/2/2012;ICG;130514;0;M$;8.3;6117.93;-2569.53;-2009;MS10;40725
3/3/2012;ICG;130563;0;SIN;3.8;1908.36;-1908.36;-1344;IT23;40725
31/5/2012;ICG;130835;0;SIN;4.2;426.72;-426.72;-272;IT08;40725
4/6/2012;ICX;921211;0;S$;10;10;-10;-5;CASH;40725
23/7/2012;ICG;130989;0;SIN;3.35;335;-335;-268;IJ01;40725
8/8/2012;ICG;131028;0;M$;8.3;1503.13;-631.31;-460;MS10;40725
15/8/2012;ICG;131044;0;SIN;4.2;583.38;-583.38;-351;IG01;40725
21/8/2012;ICG;131048;0;S$;4.2;947.1;-947.1;-573;MC09;40725
8/10/2012;ICG;131148;0;SIN;3.35;454.93;-454.93;-344;IJ01;40725
18/10/2012;ICG;131188;0;SIN;3.35;320.93;-320.93;-241;IJ01;40725
24/10/2012;ICG;131209;0;M$;8.3;9921.82;-4167.16;-3018;MS10;40725
17/10/2012;ICX;921339;0;S$;15;45;-45;-14;CASH;40725
5/11/2012;ICX;921357;0;S$;13;39;-39;-13;CASH;40725
11/12/2012;ICG;131318;0;SIN;4;3658.4;-3658.4;-2180;IT04;40725
15/2/2013;ICG;131476;0;SIN;3.8;1874.16;-1874.16;-1212;IT23;40725
21/3/2013;ICG;131578;0;SIN;4;195.6;-195.6;-120;IT24;40725
21/3/2013;ICG;131583;0;SIN;4;394.4;-394.4;-242;IT08;40725
30/4/2013;ICG;131682;0;SIN;4;195.6;-195.6;-121;IT12;40725
17/5/2013;ICX;921508;0;S$;13;130;-130;-42;CASH;40725
27/6/2013;ICG;131840;0;SIN;4.2;399.84;-399.84;-255;IT08;40725
27/6/2013;ICG;131842;0;SIN;3.8;894.52;-894.52;-634;IT23;40725
3/7/2013;ICG;131851;0;SIN;3.3;626.34;-626.34;-509;IJ01;40725
22/10/2013;ICG;132172;0;SIN;4.2;611.1;-611.1;-383;IT08;40725
25/10/2013;ICG;132190;0;SIN;4.2;204.12;-204.12;-128;IY03;40725
8/11/2013;ICG;132223;0;SIN;3.3;480.48;-480.48;-383;IJ01;40725
14/11/2013;ICG;132243;0;SIN;4.2;1020.18;-1020.18;-640;IT12;40725
21/11/2013;ICG;132268;0;SIN;4.2;612.36;-612.36;-384;IT04;40725
27/11/2013;ICG;132279;0;S$;4.2;628.74;-628.74;-394;MC09;40725
28/11/2013;ICG;132287;0;M$;7.9;14426.98;-5770.79;-5065;MS10;40725
11/12/2013;ICG;132318;0;S$;4.2;401.94;-401.94;-253;MC06;40725
12/12/2013;ICG;132325;0;SIN;4.2;606.06;-606.06;-380;IT08;40725
17/1/2011;ICG;129304;0;SIN;4;600.4;-600.4;-384;IT08;40726
28/1/2011;ICG;129349;0;SIN;4;1016;-1016;-640;IT23;40726
28/1/2011;ICG;129350;0;SIN;4;397.6;-397.6;-256;IL12;40726
10/2/2011;ICG;129368;0;SIN;4;596;-596;-384;IT08;40726
10/2/2011;ICG;129369;0;SIN;4;806.8;-806.8;-512;IT09;40726
16/2/2011;ICG;129388;0;M$;7.45;6165.62;-2589.56;-2047;MS10;40726
18/2/2011;ICX;920772;0;S$;4.2;140.7;-140.7;-85;CASH;40726
24/2/2011;ICG;129430;0;SIN;4;198.4;-198.4;-128;IT12;40726
2/3/2011;ICX;920787;0;S$;16.5;82.5;-82.5;-36;CASH;40726
8/3/2011;ICX;920792;0;S$;16;16;-16;-7;CASH;40726
14/3/2011;ICG;129484;0;SIN;4;606.8;-606.8;-383;IT23;40726
30/3/2011;ICX;920810;0;S$;12.5;75;-75;-43;CASH;40726
6/4/2011;ICG;129564;0;SIN;4.2;218.82;-218.82;-130;IY03;40726
12/4/2011;ICG;129582;0;SIN;4.2;651.84;-651.84;-389;IT08;40726
8/4/2011;ICX;920821;0;S$;12.5;225;-225;-129;CASH;40726
16/5/2011;ICG;129680;0;SIN;4.2;2212.56;-2212.56;-1280;IT08;40726
13/5/2011;ICG;129682;0;SIN;4.2;664.86;-664.86;-385;IT23;40726
21/5/2011;ICG;129701;0;SIN;4.2;668.64;-668.64;-386;IT04;40726
2/6/2011;ICG;129739;0;SIN;4.2;214.2;-214.2;-129;IZ01;40726
20/7/2011;ICG;129873;0;SIN;4.2;865.62;-865.62;-522;IT23;40726
10/8/2011;ICG;129940;0;SIN;4.2;210;-210;-129;IT12;40726
22/8/2011;ICG;129969;0;SIN;4.2;1077.3;-1077.3;-649;IT23;40726
5/9/2011;ICG;129996;0;SIN;4.2;1062.6;-1062.6;-640;IT04;40726
21/9/2011;ICG;130044;0;SIN;4.2;1063.02;-1063.02;-641;IT23;40726
10/10/2011;ICG;130109;0;SIN;4.2;426.3;-426.3;-256;IT04;40726
18/11/2011;ICG;130245;0;SIN;4.2;215.04;-215.04;-143;IG01;40726
7/12/2011;ICG;130307;0;SIN;4.2;428.4;-428.4;-285;IT12;40726
8/12/2011;ICG;130316;0;SIN;4.2;204.96;-204.96;-143;IZ01;40726
17/12/2011;ICX;921061;0;S$;14;14;-14;-8;CASH;40726
28/12/2011;ICG;130384;0;SIN;4.2;3103.17;-3103.17;-2140;IT04;40726
8/2/2012;ICG;130496;0;S$;4.2;651.42;-651.42;-427;MC09;40726
14/2/2012;ICG;130511;0;SIN;4.2;212.1;-212.1;-141;IT08;40726
15/2/2012;ICG;130514;0;M$;8.3;6372.74;-2676.55;-2112;MS10;40726
10/2/2012;ICX;921106;0;S$;12.5;225;-225;-142;CASH;40726
3/3/2012;ICG;130563;0;SIN;3.8;3880.56;-3880.56;-2814;IT23;40726
27/3/2012;ICG;130642;0;SIN;4.2;212.94;-212.94;-141;IL09;40726
3/4/2012;ICG;130667;0;SIN;4.2;428.4;-428.4;-281;IT08;40726
2/4/2012;ICX;921149;0;S$;13;13;-13;-8;CASH;40726
23/4/2012;ICG;130712;0;SIN;3.8;1949.4;-1949.4;-1373;IT23;40726
26/4/2012;ICX;921178;0;S$;13;91;-91;-53;CASH;40726
3/5/2012;ICX;921183;0;S$;4.5;67.05;-67.05;-39;CASH;40726
7/5/2012;ICX;921189;0;S$;14;112;-112;-61;CASH;40726
7/5/2012;ICX;921189;0;S$;14;70;-70;-38;CASH;40726
9/5/2012;ICX;921196;0;S$;14;42;-42;-24;CASH;40726
17/5/2012;ICG;130790;0;S$;3.6;563.4;-563.4;-412;MC09;40726
31/5/2012;ICG;130835;0;SIN;4.2;441.84;-441.84;-276;IT08;40726
13/6/2012;ICG;130868;0;SIN;4.2;217.14;-217.14;-134;IT12;40726
5/7/2012;ICG;130940;0;SIN;4.2;1074.78;-1074.78;-672;IT04;40726
8/8/2012;ICG;131028;0;M$;8.3;2209.46;-927.97;-681;MS10;40726
21/8/2012;ICG;131048;0;S$;3.4;889.1;-889.1;-669;MC09;40726
27/8/2012;ICG;131059;0;SIN;3.4;878.56;-878.56;-661;IT23;40726
22/9/2012;ICG;131122;0;SIN;4.2;439.74;-439.74;-268;IL12;40726
26/9/2012;ICG;131130;0;SIN;3.4;175.44;-175.44;-132;IT08;40726
11/10/2012;ICG;131165;0;SIN;3.4;177.82;-177.82;-134;IY03;40726
24/10/2012;ICG;131209;0;M$;8.3;12676.59;-5324.17;-3837;MS10;40726
25/10/2012;ICG;131211;0;SIN;3.4;167.28;-167.28;-125;IZ01;40726
20/10/2012;ICX;921343;0;S$;14;28;-28;-14;CASH;40726
7/11/2012;ICG;131236;0;SIN;3.35;697.47;-697.47;-523;IJ01;40726
5/11/2012;ICX;921357;0;S$;15;30;-30;-14;CASH;40726
21/11/2012;ICG;131271;0;SIN;3.4;344.42;-344.42;-254;IT12;40726
3/12/2012;ICG;131295;0;SIN;3.4;173.06;-173.06;-129;IZ01;40726
19/12/2012;ICG;131336;0;SIN;3.4;516.8;-516.8;-385;IT23;40726
28/12/2012;ICG;131369;0;SIN;3.4;867.68;-867.68;-646;IT23;40726
29/12/2012;ICG;131375;0;SIN;3.35;1702.14;-1702.14;-1286;IJ01;40726
9/1/2013;ICG;131400;0;SIN;3.4;1646.28;-1646.28;-1257;IT04;40726
24/1/2013;ICG;131432;0;SIN;3.4;323;-323;-257;IT08;40726
25/1/2013;ICG;131442;0;SIN;3.4;2505.8;-2505.8;-1927;IT23;40726
20/1/2013;ICX;921412;0;S$;14;14;-14;-7;CASH;40726
15/2/2013;ICG;131476;0;SIN;3.4;2599.98;-2599.98;-1927;IT23;40726
18/2/2013;ICG;131480;0;S$;3.4;876.52;-876.52;-650;MC09;40726
1/3/2013;ICX;921441;0;S$;15;120;-120;-57;CASH;40726
21/3/2013;ICG;131583;0;SIN;3.4;334.9;-334.9;-256;IT08;40726
16/4/2013;ICG;131639;0;M$;8.3;8462.68;-3385.07;-2565;MS10;40726
17/5/2013;ICX;921507;0;S$;13;52;-52;-31;CASH;40726
28/5/2013;ICG;131748;0;SIN;3.4;176.8;-176.8;-137;IZ01;40726
19/6/2013;ICG;131813;0;SIN;3.4;877.54;-877.54;-679;IT04;40726
27/6/2013;ICG;131840;0;SIN;3.4;527;-527;-408;IT08;40726
27/6/2013;ICG;131842;0;SIN;3.4;1738.76;-1738.76;-1361;IT23;40726
25/7/2013;ICG;131922;0;SIN;3.4;531.08;-531.08;-410;IT08;40726
26/7/2013;ICG;131926;0;SIN;3.4;1767.32;-1767.32;-1364;IT23;40726
16/8/2013;ICG;131967;0;SIN;3.3;361.02;-361.02;-287;IJ01;40726
21/8/2013;ICG;131980;0;SIN;3.4;1050.94;-1050.94;-811;IT04;40726
28/10/2013;ICG;132195;0;SIN;3.4;168.98;-168.98;-135;IL09;40726
8/11/2013;ICG;132223;0;SIN;3.3;508.2;-508.2;-406;IJ01;40726
18/11/2013;ICG;132253;0;SIN;3.4;3491.46;-3491.46;-2704;IT23;40726
21/11/2013;ICG;132268;0;SIN;3.4;522.92;-522.92;-406;IT04;40726
23/11/2013;ICG;132270;0;SIN;3.4;3470.72;-3470.72;-2689;IT23;40726
27/11/2013;ICG;132279;0;S$;3.4;537.2;-537.2;-416;MC09;40726
